created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2026-05-20T20:54:18+00:00,10262,13.00000,28.60000,83.70000,,,,
2026-05-20T20:54:48+00:00,10263,18.00000,28.50000,83.80000,,,,
2026-05-20T20:55:03+00:00,10264,15.00000,28.50000,83.70000,,,,
2026-05-20T20:55:33+00:00,10265,28.00000,28.50000,83.80000,,,,
2026-05-20T20:55:48+00:00,10266,13.00000,28.50000,83.80000,,,,
2026-05-20T20:56:04+00:00,10267,19.00000,28.50000,83.70000,,,,
2026-05-20T20:56:33+00:00,10268,25.00000,28.50000,83.80000,,,,
2026-05-20T20:56:48+00:00,10269,15.00000,28.50000,83.70000,,,,
2026-05-20T20:57:18+00:00,10270,13.00000,28.50000,83.70000,,,,
2026-05-20T20:57:48+00:00,10271,13.00000,28.50000,83.70000,,,,
2026-05-20T20:58:03+00:00,10272,20.00000,28.50000,83.80000,,,,
2026-05-20T20:58:33+00:00,10273,15.00000,28.50000,83.90000,,,,
2026-05-20T20:59:03+00:00,10274,28.00000,28.50000,83.80000,,,,
2026-05-20T20:59:18+00:00,10275,13.00000,28.50000,83.80000,,,,
2026-05-20T20:59:48+00:00,10276,22.00000,28.50000,83.80000,,,,
2026-05-20T21:00:03+00:00,10277,27.00000,28.50000,83.80000,,,,
2026-05-20T21:00:33+00:00,10278,27.00000,28.60000,83.70000,,,,
2026-05-20T21:01:03+00:00,10279,15.00000,28.50000,83.90000,,,,
2026-05-20T21:01:33+00:00,10280,13.00000,28.50000,83.90000,,,,
2026-05-20T21:01:48+00:00,10281,22.00000,28.50000,83.80000,,,,
2026-05-20T21:02:18+00:00,10282,13.00000,28.50000,83.80000,,,,
2026-05-20T21:02:33+00:00,10283,16.00000,28.50000,83.70000,,,,
2026-05-20T21:02:48+00:00,10284,23.00000,28.50000,83.70000,,,,
2026-05-20T21:03:18+00:00,10285,16.00000,28.50000,83.90000,,,,
2026-05-20T21:03:48+00:00,10286,13.00000,28.50000,83.90000,,,,
2026-05-20T21:04:03+00:00,10287,13.00000,28.50000,83.80000,,,,
2026-05-20T21:04:18+00:00,10288,18.00000,28.50000,83.80000,,,,
2026-05-20T21:04:48+00:00,10289,15.00000,28.50000,83.70000,,,,
2026-05-20T21:05:18+00:00,10290,13.00000,28.50000,83.70000,,,,
2026-05-20T21:05:48+00:00,10291,13.00000,28.50000,83.60000,,,,
2026-05-20T21:06:18+00:00,10292,13.00000,28.50000,83.60000,,,,
2026-05-20T21:06:48+00:00,10293,17.00000,28.50000,83.50000,,,,
2026-05-20T21:07:18+00:00,10294,28.00000,28.50000,83.60000,,,,
2026-05-20T21:07:49+00:00,10295,17.00000,28.60000,83.40000,,,,
2026-05-20T21:08:18+00:00,10296,13.00000,28.60000,83.60000,,,,
2026-05-20T21:08:33+00:00,10297,12.00000,28.50000,83.60000,,,,
2026-05-20T21:09:03+00:00,10298,14.00000,28.60000,83.60000,,,,
2026-05-20T21:09:18+00:00,10299,12.00000,28.50000,83.60000,,,,
2026-05-20T21:09:48+00:00,10300,12.00000,28.60000,83.70000,,,,
2026-05-20T21:10:03+00:00,10301,28.00000,28.50000,83.50000,,,,
2026-05-20T21:10:33+00:00,10302,17.00000,28.60000,83.60000,,,,
2026-05-20T21:11:03+00:00,10303,13.00000,28.60000,83.70000,,,,
2026-05-20T21:11:33+00:00,10304,18.00000,28.60000,83.70000,,,,
2026-05-20T21:12:03+00:00,10305,14.00000,28.60000,83.60000,,,,
2026-05-20T21:12:33+00:00,10306,18.00000,28.60000,83.60000,,,,
2026-05-20T21:12:49+00:00,10307,13.00000,28.60000,83.60000,,,,
2026-05-20T21:13:18+00:00,10308,13.00000,28.60000,83.60000,,,,
2026-05-20T21:13:33+00:00,10309,13.00000,28.60000,83.40000,,,,
2026-05-20T21:14:03+00:00,10310,13.00000,28.60000,83.60000,,,,
2026-05-20T21:14:33+00:00,10311,17.00000,28.60000,83.50000,,,,
2026-05-20T21:15:03+00:00,10312,15.00000,28.60000,83.50000,,,,
2026-05-20T21:15:18+00:00,10313,14.00000,28.60000,83.40000,,,,
2026-05-20T21:15:48+00:00,10314,27.00000,28.60000,83.40000,,,,
2026-05-20T21:16:04+00:00,10315,13.00000,28.60000,83.40000,,,,
2026-05-20T21:16:33+00:00,10316,13.00000,28.60000,83.60000,,,,
2026-05-20T21:16:48+00:00,10317,18.00000,28.60000,83.60000,,,,
2026-05-20T21:17:18+00:00,10318,13.00000,28.60000,83.70000,,,,
2026-05-20T21:17:48+00:00,10319,28.00000,28.60000,83.70000,,,,
2026-05-20T21:18:18+00:00,10320,21.00000,28.60000,83.60000,,,,
2026-05-20T21:18:48+00:00,10321,21.00000,28.60000,83.50000,,,,
2026-05-20T21:19:19+00:00,10322,19.00000,28.60000,83.40000,,,,
2026-05-20T21:19:48+00:00,10323,13.00000,28.60000,83.20000,,,,
2026-05-20T21:20:18+00:00,10324,14.00000,28.60000,83.10000,,,,
2026-05-20T21:20:33+00:00,10325,18.00000,28.60000,83.10000,,,,
2026-05-20T21:21:03+00:00,10326,20.00000,28.60000,83.10000,,,,
2026-05-20T21:21:18+00:00,10327,18.00000,28.60000,83.10000,,,,
2026-05-20T21:21:33+00:00,10328,15.00000,28.60000,83.20000,,,,
2026-05-20T21:22:04+00:00,10329,12.00000,28.60000,83.10000,,,,
2026-05-20T21:22:33+00:00,10330,16.00000,28.60000,83.10000,,,,
2026-05-20T21:23:03+00:00,10331,20.00000,28.60000,83.10000,,,,
2026-05-20T21:23:19+00:00,10332,24.00000,28.60000,83.10000,,,,
2026-05-20T21:23:48+00:00,10333,27.00000,28.60000,83.10000,,,,
2026-05-20T21:24:03+00:00,10334,16.00000,28.60000,83.20000,,,,
2026-05-20T21:24:34+00:00,10335,12.00000,28.60000,83.30000,,,,
2026-05-20T21:25:03+00:00,10336,19.00000,28.60000,83.20000,,,,
2026-05-20T21:25:33+00:00,10337,17.00000,28.60000,83.30000,,,,
2026-05-20T21:26:03+00:00,10338,17.00000,28.60000,83.30000,,,,
2026-05-20T21:26:33+00:00,10339,18.00000,28.60000,83.20000,,,,
2026-05-20T21:27:03+00:00,10340,18.00000,28.60000,83.30000,,,,
2026-05-20T21:27:34+00:00,10341,19.00000,28.60000,83.30000,,,,
2026-05-20T21:28:03+00:00,10342,20.00000,28.60000,83.20000,,,,
2026-05-20T21:28:21+00:00,10343,20.00000,28.60000,83.20000,,,,
2026-05-20T21:28:48+00:00,10344,18.00000,28.60000,83.10000,,,,
2026-05-20T21:29:18+00:00,10345,16.00000,28.60000,83.10000,,,,
2026-05-20T21:29:34+00:00,10346,19.00000,28.60000,83.00000,,,,
2026-05-20T21:30:03+00:00,10347,27.00000,28.60000,83.20000,,,,
2026-05-20T21:30:18+00:00,10348,18.00000,28.60000,83.40000,,,,
2026-05-20T21:30:48+00:00,10349,13.00000,28.60000,83.40000,,,,
2026-05-20T21:31:18+00:00,10350,15.00000,28.50000,83.50000,,,,
2026-05-20T21:31:48+00:00,10351,22.00000,28.50000,83.50000,,,,
2026-05-20T21:32:18+00:00,10352,20.00000,28.50000,83.60000,,,,
2026-05-20T21:32:34+00:00,10353,14.00000,28.50000,83.50000,,,,
2026-05-20T21:33:04+00:00,10354,13.00000,28.50000,83.40000,,,,
2026-05-20T21:33:34+00:00,10355,12.00000,28.60000,83.50000,,,,
2026-05-20T21:34:04+00:00,10356,12.00000,28.50000,83.50000,,,,
2026-05-20T21:34:34+00:00,10357,17.00000,28.50000,83.50000,,,,
2026-05-20T21:35:04+00:00,10358,20.00000,28.50000,83.50000,,,,
2026-05-20T21:35:34+00:00,10359,22.00000,28.50000,83.30000,,,,
2026-05-20T21:35:49+00:00,10360,18.00000,28.50000,83.50000,,,,
2026-05-20T21:36:18+00:00,10361,28.00000,28.50000,83.30000,,,,
2026-05-20T21:36:34+00:00,10362,20.00000,28.50000,83.40000,,,,
2026-05-20T21:36:49+00:00,10363,12.00000,28.50000,83.30000,,,,
2026-05-20T21:37:19+00:00,10364,12.00000,28.60000,83.30000,,,,
2026-05-20T21:37:49+00:00,10365,14.00000,28.60000,83.30000,,,,
2026-05-20T21:38:05+00:00,10366,14.00000,28.60000,83.20000,,,,
2026-05-20T21:38:34+00:00,10367,25.00000,28.50000,83.30000,,,,
2026-05-20T21:38:49+00:00,10368,22.00000,28.50000,83.30000,,,,
2026-05-20T21:39:04+00:00,10369,12.00000,28.50000,83.40000,,,,
2026-05-20T21:39:34+00:00,10370,25.00000,28.50000,83.40000,,,,
2026-05-20T21:39:49+00:00,10371,14.00000,28.50000,83.50000,,,,
2026-05-20T21:40:19+00:00,10372,15.00000,28.50000,83.60000,,,,
2026-05-20T21:40:49+00:00,10373,13.00000,28.50000,83.80000,,,,
2026-05-20T21:41:04+00:00,10374,20.00000,28.50000,83.90000,,,,
2026-05-20T21:41:34+00:00,10375,19.00000,28.50000,83.70000,,,,
2026-05-20T21:42:04+00:00,10376,13.00000,28.40000,83.90000,,,,
2026-05-20T21:42:34+00:00,10377,15.00000,28.40000,84.00000,,,,
2026-05-20T21:43:04+00:00,10378,15.00000,28.50000,84.00000,,,,
2026-05-20T21:43:34+00:00,10379,15.00000,28.50000,84.10000,,,,
2026-05-20T21:44:04+00:00,10380,13.00000,28.40000,84.10000,,,,
2026-05-20T21:44:34+00:00,10381,13.00000,28.40000,84.20000,,,,
2026-05-20T21:45:04+00:00,10382,22.00000,28.40000,84.20000,,,,
2026-05-20T21:45:19+00:00,10383,19.00000,28.40000,84.30000,,,,
2026-05-20T21:45:49+00:00,10384,14.00000,28.40000,84.10000,,,,
2026-05-20T21:46:04+00:00,10385,24.00000,28.40000,84.10000,,,,
2026-05-20T21:46:19+00:00,10386,18.00000,28.40000,84.30000,,,,
2026-05-20T21:46:49+00:00,10387,13.00000,28.40000,84.30000,,,,
2026-05-20T21:47:19+00:00,10388,19.00000,28.40000,84.30000,,,,
2026-05-20T21:47:49+00:00,10389,25.00000,28.40000,84.30000,,,,
2026-05-20T21:48:19+00:00,10390,20.00000,28.40000,84.30000,,,,
2026-05-20T21:48:34+00:00,10391,14.00000,28.40000,84.50000,,,,
2026-05-20T21:48:49+00:00,10392,18.00000,28.40000,84.40000,,,,
2026-05-20T21:49:19+00:00,10393,15.00000,28.40000,84.30000,,,,
2026-05-20T21:49:50+00:00,10394,17.00000,28.40000,84.20000,,,,
2026-05-20T21:50:19+00:00,10395,12.00000,28.50000,83.90000,,,,
2026-05-20T21:50:49+00:00,10396,14.00000,28.50000,83.90000,,,,
2026-05-20T21:51:19+00:00,10397,13.00000,28.50000,83.90000,,,,
2026-05-20T21:51:49+00:00,10398,13.00000,28.50000,83.90000,,,,
2026-05-20T21:52:04+00:00,10399,12.00000,28.50000,84.00000,,,,
2026-05-20T21:52:34+00:00,10400,18.00000,28.60000,83.40000,,,,
2026-05-20T21:52:49+00:00,10401,13.00000,28.70000,83.30000,,,,
2026-05-20T21:53:04+00:00,10402,18.00000,28.60000,83.30000,,,,
2026-05-20T21:53:34+00:00,10403,24.00000,28.60000,83.50000,,,,
2026-05-20T21:53:49+00:00,10404,15.00000,28.60000,83.60000,,,,
2026-05-20T21:54:04+00:00,10405,27.00000,28.50000,83.60000,,,,
2026-05-20T21:54:34+00:00,10406,20.00000,28.60000,83.70000,,,,
2026-05-20T21:54:49+00:00,10407,16.00000,28.60000,83.90000,,,,
2026-05-20T21:55:04+00:00,10408,14.00000,28.60000,83.80000,,,,
2026-05-20T21:55:19+00:00,10409,18.00000,28.50000,83.60000,,,,
2026-05-20T21:55:49+00:00,10410,15.00000,28.50000,83.50000,,,,
2026-05-20T21:56:04+00:00,10411,13.00000,28.50000,84.30000,,,,
2026-05-20T21:56:34+00:00,10412,13.00000,28.50000,84.40000,,,,
2026-05-20T21:57:04+00:00,10413,20.00000,28.50000,84.40000,,,,
2026-05-20T21:57:34+00:00,10414,27.00000,28.50000,84.30000,,,,
2026-05-20T21:58:04+00:00,10415,13.00000,28.50000,84.10000,,,,
2026-05-20T21:58:34+00:00,10416,17.00000,28.50000,84.00000,,,,
2026-05-20T21:58:49+00:00,10417,26.00000,28.50000,83.90000,,,,
2026-05-20T21:59:04+00:00,10418,14.00000,28.50000,84.00000,,,,
2026-05-20T21:59:19+00:00,10419,17.00000,28.50000,83.80000,,,,
2026-05-20T21:59:35+00:00,10420,16.00000,28.50000,83.90000,,,,
2026-05-20T22:00:05+00:00,10421,15.00000,28.50000,83.70000,,,,
2026-05-20T22:00:34+00:00,10422,26.00000,28.50000,83.80000,,,,
2026-05-20T22:00:49+00:00,10423,28.00000,28.50000,83.90000,,,,
2026-05-20T22:01:19+00:00,10424,20.00000,28.50000,83.90000,,,,
2026-05-20T22:01:49+00:00,10425,22.00000,28.40000,84.10000,,,,
2026-05-20T22:02:19+00:00,10426,13.00000,28.40000,84.20000,,,,
2026-05-20T22:02:49+00:00,10427,20.00000,28.40000,84.10000,,,,
2026-05-20T22:03:19+00:00,10428,15.00000,28.40000,84.30000,,,,
2026-05-20T22:03:49+00:00,10429,14.00000,28.40000,84.20000,,,,
2026-05-20T22:04:19+00:00,10430,19.00000,28.40000,84.40000,,,,
2026-05-20T22:04:49+00:00,10431,17.00000,28.30000,84.30000,,,,
2026-05-20T22:05:19+00:00,10432,25.00000,28.30000,84.50000,,,,
2026-05-20T22:05:34+00:00,10433,14.00000,28.40000,85.20000,,,,
2026-05-20T22:06:04+00:00,10434,18.00000,28.40000,84.80000,,,,
2026-05-20T22:06:19+00:00,10435,27.00000,28.40000,84.90000,,,,
2026-05-20T22:06:34+00:00,10436,17.00000,28.40000,85.10000,,,,
2026-05-20T22:07:04+00:00,10437,12.00000,28.50000,85.40000,,,,
2026-05-20T22:07:20+00:00,10438,17.00000,28.50000,85.20000,,,,
2026-05-20T22:07:49+00:00,10439,20.00000,28.50000,85.20000,,,,
2026-05-20T22:08:04+00:00,10440,13.00000,28.60000,84.90000,,,,
2026-05-20T22:08:35+00:00,10441,15.00000,28.60000,84.80000,,,,
2026-05-20T22:09:04+00:00,10442,13.00000,28.70000,84.80000,,,,
2026-05-20T22:09:34+00:00,10443,28.00000,28.70000,84.90000,,,,
2026-05-20T22:09:49+00:00,10444,14.00000,28.80000,84.60000,,,,
2026-05-20T22:10:19+00:00,10445,12.00000,28.80000,83.90000,,,,
2026-05-20T22:10:50+00:00,10446,14.00000,28.80000,84.00000,,,,
2026-05-20T22:11:19+00:00,10447,17.00000,28.90000,84.20000,,,,
2026-05-20T22:11:34+00:00,10448,24.00000,28.90000,84.10000,,,,
2026-05-20T22:11:50+00:00,10449,13.00000,28.90000,83.80000,,,,
2026-05-20T22:12:19+00:00,10450,18.00000,29.00000,83.40000,,,,
2026-05-20T22:12:49+00:00,10451,17.00000,28.90000,83.20000,,,,
2026-05-20T22:13:19+00:00,10452,15.00000,29.00000,83.10000,,,,
2026-05-20T22:13:49+00:00,10453,13.00000,29.10000,83.00000,,,,
2026-05-20T22:14:19+00:00,10454,19.00000,29.20000,82.60000,,,,
2026-05-20T22:14:49+00:00,10455,24.00000,29.20000,82.20000,,,,
2026-05-20T22:15:19+00:00,10456,13.00000,29.20000,81.90000,,,,
2026-05-20T22:15:49+00:00,10457,27.00000,29.10000,81.80000,,,,
2026-05-20T22:16:19+00:00,10458,27.00000,29.10000,81.80000,,,,
2026-05-20T22:16:49+00:00,10459,12.00000,29.00000,82.30000,,,,
2026-05-20T22:17:20+00:00,10460,16.00000,28.90000,82.20000,,,,
2026-05-20T22:17:49+00:00,10461,12.00000,28.90000,82.30000,,,,
2026-05-20T22:18:19+00:00,10462,18.00000,28.90000,83.20000,,,,
2026-05-20T22:18:34+00:00,10463,19.00000,28.90000,83.00000,,,,
2026-05-20T22:19:04+00:00,10464,20.00000,28.90000,83.60000,,,,
2026-05-20T22:19:19+00:00,10465,17.00000,28.90000,83.60000,,,,
2026-05-20T22:19:35+00:00,10466,26.00000,28.90000,83.60000,,,,
2026-05-20T22:20:04+00:00,10467,13.00000,28.90000,83.70000,,,,
2026-05-20T22:20:19+00:00,10468,13.00000,29.00000,83.70000,,,,
2026-05-20T22:20:49+00:00,10469,18.00000,29.00000,83.50000,,,,
2026-05-20T22:21:04+00:00,10470,12.00000,29.10000,83.70000,,,,
2026-05-20T22:21:35+00:00,10471,28.00000,29.10000,82.90000,,,,
2026-05-20T22:22:04+00:00,10472,17.00000,29.30000,82.90000,,,,
2026-05-20T22:22:34+00:00,10473,17.00000,29.30000,82.40000,,,,
2026-05-20T22:22:49+00:00,10474,14.00000,29.30000,82.50000,,,,
2026-05-20T22:23:19+00:00,10475,23.00000,29.40000,82.50000,,,,
2026-05-20T22:23:49+00:00,10476,13.00000,29.40000,82.10000,,,,
2026-05-20T22:24:04+00:00,10477,19.00000,29.40000,81.90000,,,,
2026-05-20T22:24:34+00:00,10478,24.00000,29.50000,82.00000,,,,
2026-05-20T22:25:05+00:00,10479,13.00000,29.50000,82.00000,,,,
2026-05-20T22:25:34+00:00,10480,12.00000,29.60000,81.60000,,,,
2026-05-20T22:26:04+00:00,10481,17.00000,29.60000,81.40000,,,,
2026-05-20T22:26:34+00:00,10482,15.00000,29.70000,81.20000,,,,
2026-05-20T22:26:52+00:00,10483,13.00000,29.70000,81.40000,,,,
2026-05-20T22:27:22+00:00,10484,22.00000,29.80000,81.40000,,,,
2026-05-20T22:27:49+00:00,10485,19.00000,29.80000,81.30000,,,,
2026-05-20T22:28:04+00:00,10486,15.00000,29.90000,81.00000,,,,
2026-05-20T22:28:34+00:00,10487,13.00000,29.90000,81.20000,,,,
2026-05-20T22:28:49+00:00,10488,26.00000,29.90000,80.80000,,,,
2026-05-20T22:29:04+00:00,10489,13.00000,29.90000,80.90000,,,,
2026-05-20T22:29:34+00:00,10490,12.00000,30.00000,80.70000,,,,
2026-05-20T22:29:49+00:00,10491,14.00000,30.00000,80.80000,,,,
2026-05-20T22:30:19+00:00,10492,13.00000,30.00000,81.90000,,,,
2026-05-20T22:30:49+00:00,10493,20.00000,30.10000,81.60000,,,,
2026-05-20T22:31:19+00:00,10494,12.00000,30.10000,81.30000,,,,
2026-05-20T22:31:34+00:00,10495,20.00000,30.10000,81.10000,,,,
2026-05-20T22:32:04+00:00,10496,13.00000,30.10000,81.10000,,,,
2026-05-20T22:32:19+00:00,10497,16.00000,30.20000,80.80000,,,,
2026-05-20T22:32:49+00:00,10498,12.00000,30.20000,81.10000,,,,
2026-05-20T22:33:19+00:00,10499,13.00000,30.20000,81.00000,,,,
2026-05-20T22:33:49+00:00,10500,13.00000,30.20000,80.20000,,,,
2026-05-20T22:34:19+00:00,10501,12.00000,30.20000,80.40000,,,,
2026-05-20T22:34:34+00:00,10502,21.00000,30.20000,80.30000,,,,
2026-05-20T22:35:04+00:00,10503,21.00000,30.30000,79.80000,,,,
2026-05-20T22:35:19+00:00,10504,19.00000,30.30000,79.50000,,,,
2026-05-20T22:35:35+00:00,10505,13.00000,30.30000,79.50000,,,,
2026-05-20T22:36:04+00:00,10506,17.00000,30.20000,79.40000,,,,
2026-05-20T22:36:19+00:00,10507,12.00000,30.20000,79.70000,,,,
2026-05-20T22:36:34+00:00,10508,23.00000,30.20000,79.30000,,,,
2026-05-20T22:37:04+00:00,10509,12.00000,30.20000,79.70000,,,,
2026-05-20T22:37:19+00:00,10510,20.00000,30.10000,79.80000,,,,
2026-05-20T22:37:49+00:00,10511,12.00000,30.10000,79.50000,,,,
2026-05-20T22:38:04+00:00,10512,12.00000,30.10000,79.50000,,,,
2026-05-20T22:38:35+00:00,10513,12.00000,30.10000,79.60000,,,,
2026-05-20T22:39:04+00:00,10514,13.00000,30.00000,79.30000,,,,
2026-05-20T22:39:34+00:00,10515,18.00000,30.00000,79.20000,,,,
2026-05-20T22:40:06+00:00,10516,27.00000,30.00000,80.50000,,,,
2026-05-20T22:40:34+00:00,10517,12.00000,30.10000,80.30000,,,,
2026-05-20T22:40:50+00:00,10518,13.00000,30.10000,79.80000,,,,
2026-05-20T22:41:20+00:00,10519,27.00000,30.10000,79.30000,,,,
2026-05-20T22:41:50+00:00,10520,21.00000,30.00000,79.90000,,,,
2026-05-20T22:42:06+00:00,10521,12.00000,30.00000,79.90000,,,,
2026-05-20T22:42:34+00:00,10522,15.00000,30.00000,79.10000,,,,
2026-05-20T22:42:50+00:00,10523,24.00000,30.00000,79.30000,,,,
2026-05-20T22:43:19+00:00,10524,12.00000,30.00000,79.30000,,,,
2026-05-20T22:43:34+00:00,10525,19.00000,30.00000,79.20000,,,,
2026-05-20T22:43:50+00:00,10526,13.00000,30.00000,79.20000,,,,
2026-05-20T22:44:05+00:00,10527,12.00000,30.00000,79.70000,,,,
2026-05-20T22:44:37+00:00,10528,20.00000,30.00000,79.90000,,,,
2026-05-20T22:45:04+00:00,10529,17.00000,30.00000,79.80000,,,,
2026-05-20T22:45:20+00:00,10530,16.00000,30.00000,80.10000,,,,
2026-05-20T22:45:50+00:00,10531,22.00000,30.00000,80.40000,,,,
2026-05-20T22:46:20+00:00,10532,18.00000,30.10000,80.10000,,,,
2026-05-20T22:46:50+00:00,10533,13.00000,30.00000,79.50000,,,,
2026-05-20T22:47:20+00:00,10534,18.00000,30.00000,80.00000,,,,
2026-05-20T22:47:35+00:00,10535,20.00000,30.00000,80.30000,,,,
2026-05-20T22:48:05+00:00,10536,12.00000,30.10000,80.30000,,,,
2026-05-20T22:48:35+00:00,10537,17.00000,30.10000,80.30000,,,,
2026-05-20T22:49:05+00:00,10538,18.00000,30.20000,80.10000,,,,
2026-05-20T22:49:35+00:00,10539,13.00000,30.20000,80.60000,,,,
2026-05-20T22:50:05+00:00,10540,15.00000,30.30000,80.30000,,,,
2026-05-20T22:50:35+00:00,10541,12.00000,30.40000,79.70000,,,,
2026-05-20T22:51:05+00:00,10542,13.00000,30.40000,79.50000,,,,
2026-05-20T22:51:20+00:00,10543,16.00000,30.40000,79.30000,,,,
2026-05-20T22:51:50+00:00,10544,19.00000,30.40000,79.50000,,,,
2026-05-20T22:52:05+00:00,10545,16.00000,30.40000,79.60000,,,,
2026-05-20T22:52:20+00:00,10546,22.00000,30.40000,79.20000,,,,
2026-05-20T22:52:50+00:00,10547,13.00000,30.40000,79.40000,,,,
2026-05-20T22:53:20+00:00,10548,14.00000,30.40000,79.70000,,,,
2026-05-20T22:53:50+00:00,10549,18.00000,30.40000,79.50000,,,,
2026-05-20T22:54:05+00:00,10550,27.00000,30.40000,79.10000,,,,
2026-05-20T22:54:21+00:00,10551,20.00000,30.40000,79.40000,,,,
2026-05-20T22:54:50+00:00,10552,14.00000,30.40000,79.70000,,,,
2026-05-20T22:55:20+00:00,10553,20.00000,30.40000,79.60000,,,,
2026-05-20T22:55:36+00:00,10554,12.00000,30.50000,79.70000,,,,
2026-05-20T22:56:05+00:00,10555,20.00000,30.50000,79.80000,,,,
2026-05-20T22:56:36+00:00,10556,19.00000,30.60000,79.20000,,,,
2026-05-20T22:57:05+00:00,10557,12.00000,30.60000,79.00000,,,,
2026-05-20T22:57:20+00:00,10558,15.00000,30.60000,78.90000,,,,
2026-05-20T22:57:51+00:00,10559,13.00000,30.70000,78.70000,,,,
2026-05-20T22:58:20+00:00,10560,27.00000,30.60000,78.30000,,,,
2026-05-20T22:58:50+00:00,10561,17.00000,30.60000,78.70000,,,,
2026-05-20T22:59:05+00:00,10562,24.00000,30.60000,78.80000,,,,
2026-05-20T22:59:35+00:00,10563,17.00000,30.60000,78.60000,,,,
2026-05-20T22:59:50+00:00,10564,17.00000,30.60000,79.50000,,,,
2026-05-20T23:00:06+00:00,10565,27.00000,30.60000,80.10000,,,,
2026-05-20T23:00:35+00:00,10566,24.00000,30.70000,79.60000,,,,
2026-05-20T23:00:50+00:00,10567,20.00000,30.70000,78.90000,,,,
2026-05-20T23:01:05+00:00,10568,17.00000,30.80000,79.20000,,,,
2026-05-20T23:01:35+00:00,10569,17.00000,30.80000,78.40000,,,,
2026-05-20T23:02:05+00:00,10570,13.00000,30.80000,78.10000,,,,
2026-05-20T23:02:35+00:00,10571,12.00000,30.80000,78.20000,,,,
2026-05-20T23:03:05+00:00,10572,27.00000,30.80000,78.80000,,,,
2026-05-20T23:03:20+00:00,10573,15.00000,30.80000,79.00000,,,,
2026-05-20T23:03:50+00:00,10574,13.00000,30.80000,78.80000,,,,
2026-05-20T23:04:05+00:00,10575,24.00000,30.80000,78.50000,,,,
2026-05-20T23:04:20+00:00,10576,18.00000,30.80000,79.00000,,,,
2026-05-20T23:04:50+00:00,10577,21.00000,30.80000,78.80000,,,,
2026-05-20T23:05:05+00:00,10578,12.00000,30.80000,78.90000,,,,
2026-05-20T23:05:21+00:00,10579,16.00000,30.80000,79.00000,,,,
2026-05-20T23:05:50+00:00,10580,12.00000,30.80000,79.00000,,,,
2026-05-20T23:06:24+00:00,10581,27.00000,30.80000,78.90000,,,,
2026-05-20T23:06:50+00:00,10582,13.00000,30.80000,79.30000,,,,
2026-05-20T23:07:20+00:00,10583,12.00000,30.80000,79.10000,,,,
2026-05-20T23:07:36+00:00,10584,16.00000,30.80000,78.80000,,,,
2026-05-20T23:08:05+00:00,10585,11.00000,30.80000,79.60000,,,,
2026-05-20T23:08:20+00:00,10586,12.00000,30.80000,79.20000,,,,
2026-05-20T23:08:36+00:00,10587,18.00000,30.80000,78.80000,,,,
2026-05-20T23:08:51+00:00,10588,20.00000,30.80000,79.10000,,,,
2026-05-20T23:09:20+00:00,10589,18.00000,30.80000,79.30000,,,,
2026-05-20T23:09:50+00:00,10590,18.00000,30.80000,79.20000,,,,
2026-05-20T23:10:20+00:00,10591,23.00000,30.80000,79.20000,,,,
2026-05-20T23:10:35+00:00,10592,17.00000,30.80000,79.00000,,,,
2026-05-20T23:11:05+00:00,10593,12.00000,30.80000,79.30000,,,,
2026-05-20T23:11:36+00:00,10594,24.00000,30.80000,79.40000,,,,
2026-05-20T23:12:05+00:00,10595,20.00000,30.90000,79.00000,,,,
2026-05-20T23:12:20+00:00,10596,17.00000,30.80000,79.00000,,,,
2026-05-20T23:12:50+00:00,10597,12.00000,30.80000,78.90000,,,,
2026-05-20T23:13:05+00:00,10598,13.00000,30.80000,79.00000,,,,
2026-05-20T23:13:35+00:00,10599,19.00000,30.80000,78.70000,,,,
2026-05-20T23:13:50+00:00,10600,15.00000,30.80000,78.80000,,,,
2026-05-20T23:14:20+00:00,10601,13.00000,30.80000,78.70000,,,,
2026-05-20T23:14:51+00:00,10602,12.00000,30.80000,78.90000,,,,
2026-05-20T23:15:20+00:00,10603,13.00000,30.80000,78.60000,,,,
2026-05-20T23:15:35+00:00,10604,15.00000,30.80000,78.70000,,,,
2026-05-20T23:15:50+00:00,10605,17.00000,30.80000,78.50000,,,,
2026-05-20T23:16:20+00:00,10606,11.00000,30.80000,78.60000,,,,
2026-05-20T23:16:52+00:00,10607,18.00000,30.80000,78.60000,,,,
2026-05-20T23:17:20+00:00,10608,13.00000,30.80000,78.90000,,,,
2026-05-20T23:17:50+00:00,10609,18.00000,30.80000,78.50000,,,,
2026-05-20T23:18:05+00:00,10610,18.00000,30.80000,78.50000,,,,
2026-05-20T23:18:35+00:00,10611,12.00000,30.80000,78.80000,,,,
2026-05-20T23:18:50+00:00,10612,10.00000,30.80000,78.60000,,,,
2026-05-20T23:19:20+00:00,10613,21.00000,30.70000,79.10000,,,,
2026-05-20T23:19:50+00:00,10614,12.00000,30.70000,79.10000,,,,
2026-05-20T23:20:20+00:00,10615,11.00000,30.80000,79.60000,,,,
2026-05-20T23:20:35+00:00,10616,20.00000,30.80000,79.60000,,,,
2026-05-20T23:21:05+00:00,10617,24.00000,30.80000,80.20000,,,,
2026-05-20T23:21:35+00:00,10618,22.00000,30.80000,79.70000,,,,
2026-05-20T23:22:05+00:00,10619,17.00000,30.80000,79.60000,,,,
